Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
Precious Achiuwa,PF-C,24,TOT,74,1624,14.6,13.0,20.5,16.7,8.4,1.4,3.9,15.9,1.2,2.2,3.4,0.102,-1.7,0.3,-1.4,0.2,0,0,0,2024
Ochai Agbaji,SG,23,TOT,78,1641,7.7,4.9,9.6,7.2,6.6,1.4,2.4,13.4,-0.5,0.6,0.1,0.002,-3.5,-0.9,-4.4,-1.0,0,0,0,2024
OG Anunoby,SF,26,TOT,50,1702,12.8,3.0,10.6,6.8,9.0,2.0,1.9,17.6,1.1,1.5,2.6,0.073,-1.0,0.5,-0.6,0.6,0,0,0,2024
Marvin Bagley III,C,24,TOT,50,1053,19.4,13.1,19.2,16.1,8.1,0.9,2.6,21.0,2.0,0.7,2.7,0.122,1.0,-1.4,-0.4,0.4,0,0,0,2024
Dalano Banton,PG,24,TOT,54,1047,13.3,4.2,15.2,9.5,19.4,1.6,1.7,25.7,-0.4,0.9,0.5,0.024,-0.7,-0.6,-1.3,0.2,0,0,0,2024
RJ Barrett,SG,23,TOT,58,1838,16.4,3.1,16.0,9.5,16.7,0.8,1.1,26.5,1.6,1.2,2.9,0.075,0.7,-1.5,-0.8,0.6,0,0,0,2024
Keita Bates-Diop,SF,28,TOT,53,665,11.5,5.5,12.8,9.3,7.4,1.8,2.9,13.0,0.5,0.8,1.3,0.091,-1.5,0.4,-1.0,0.2,0,0,0,2024
Nicolas Batum,PF,35,TOT,60,1529,10.2,5.0,13.1,9.0,10.7,1.5,2.3,8.6,1.7,1.6,3.3,0.103,-1.3,0.8,-0.4,0.6,0,0,0,2024
Darius Bazley,PF,23,TOT,9,152,13.9,5.8,14.4,10.1,6.0,1.9,4.1,11.9,0.2,0.1,0.3,0.084,-0.9,0.5,-0.4,0.1,0,0,0,2024
Dāvis Bertāns,PF,31,TOT,43,674,11.6,1.5,8.8,5.1,7.2,1.9,1.7,17.4,0.5,0.4,0.9,0.061,-0.8,-0.6,-1.4,0.1,0,0,0,2024
Patrick Beverley,PG,35,TOT,73,1462,11.6,3.7,14.3,9.0,19.0,1.4,1.9,14.3,1.2,1.5,2.7,0.09,-1.5,0.5,-1.1,0.3,0,0,0,2024
Bismack Biyombo,C,31,TOT,40,791,9.9,8.3,21.1,14.5,9.5,0.7,4.4,10.7,0.1,1.0,1.1,0.066,-4.8,1.4,-3.4,-0.3,0,0,0,2024
Bojan Bogdanović,SF-PF,34,TOT,57,1478,12.6,1.6,10.0,5.7,10.3,1.0,0.3,24.6,0.3,0.7,1.1,0.034,-0.7,-2.5,-3.2,-0.4,0,0,0,2024
Marques Bolden,C,25,TOT,11,121,16.0,9.0,22.8,15.8,4.8,1.2,5.4,10.9,0.2,0.1,0.3,0.134,-2.1,-0.5,-2.7,0.0,0,0,0,2024
Jamaree Bouyea,PG,24,TOT,9,95,1.5,3.4,19.2,11.0,15.9,0.5,0.0,16.5,-0.3,0.1,-0.3,-0.129,-10.2,-2.0,-12.3,-0.2,0,0,0,2024
Bruce Brown,PG-SG,27,TOT,67,1866,11.6,3.1,14.0,8.5,13.2,1.5,0.8,16.5,1.2,1.0,2.2,0.058,-2.4,-1.0,-3.3,-0.6,0,0,0,2024
Troy Brown Jr.,SF,24,TOT,59,827,8.8,3.5,16.0,9.8,9.7,1.4,0.3,14.3,0.0,0.9,0.8,0.048,-2.8,0.2,-2.6,-0.1,0,0,0,2024
Alec Burks,SG,32,TOT,66,1212,12.9,2.2,11.8,6.9,10.7,1.1,0.9,24.4,0.7,0.7,1.4,0.054,-0.3,-2.0,-2.3,-0.1,0,0,0,2024
Robert Covington,SF-PF,33,TOT,29,488,13.6,6.9,15.2,11.0,6.3,3.9,3.4,10.7,0.6,0.9,1.5,0.145,-1.1,3.2,2.2,0.5,0,0,0,2024
Seth Curry,SG,33,TOT,44,616,9.9,3.2,9.0,6.1,9.7,1.7,0.9,16.8,0.1,0.4,0.5,0.04,-2.6,-0.6,-3.3,-0.2,0,0,0,2024
Mamadi Diakite,PF,27,TOT,6,24,18.6,4.5,13.8,9.1,13.5,2.1,3.5,17.0,0.1,0.0,0.1,0.168,0.8,2.7,3.5,0.0,0,0,0,2024
Spencer Dinwiddie,PG,30,TOT,76,2152,11.7,1.5,9.0,5.2,22.7,1.2,0.9,16.6,2.3,1.3,3.6,0.081,-1.3,-0.6,-1.9,0.1,0,0,0,2024
Tosan Evbuomwan,SF,22,TOT,17,367,9.9,5.3,13.0,9.1,5.9,0.8,1.2,10.6,0.4,0.2,0.5,0.071,-2.4,-0.7,-3.0,-0.1,0,1,0,2024
Malachi Flynn,PG,25,TOT,69,876,11.9,2.6,12.0,7.2,21.1,2.1,0.8,20.4,-0.1,0.6,0.5,0.029,-2.0,-0.2,-2.2,0.0,0,0,0,2024
Simone Fontecchio,SF,28,TOT,66,1644,12.1,4.3,12.2,8.3,8.7,1.3,1.2,16.5,1.5,0.6,2.1,0.061,0.0,-1.0,-1.0,0.4,0,0,0,2024
Evan Fournier,SG,31,TOT,32,580,8.5,0.9,10.4,5.6,11.6,2.4,1.0,19.0,-0.5,0.4,-0.1,-0.005,-4.7,0.3,-4.3,-0.3,0,0,0,2024
Alex Fudge,SF,20,TOT,6,40,9.8,11.3,2.7,6.9,0.0,3.6,0.0,19.2,0.0,0.0,0.0,-0.007,-3.7,-1.5,-5.2,0.0,0,1,0,2024
Daniel Gafford,C-PF,25,TOT,74,1815,21.7,11.4,22.1,16.7,9.1,1.7,7.1,14.7,5.2,2.5,7.8,0.205,0.7,1.9,2.6,2.1,0,0,0,2024
Danilo Gallinari,PF-SF,35,TOT,49,630,13.4,3.4,15.3,9.3,11.6,1.1,0.8,17.2,1.0,0.3,1.3,0.098,-0.8,-1.0,-1.9,0.0,0,0,0,2024
Taj Gibson,PF,38,TOT,20,204,5.9,6.6,13.8,10.2,6.9,0.7,3.2,9.0,0.0,0.2,0.2,0.044,-5.3,0.1,-5.3,-0.2,0,0,0,2024
Harry Giles,C,25,TOT,23,100,14.8,12.8,20.0,16.4,10.5,1.0,2.7,26.7,0.0,0.1,0.1,0.027,-2.7,-2.0,-4.8,-0.1,0,0,0,2024
Jacob Gilyard,PG,25,TOT,41,699,11.1,1.4,6.0,3.6,27.7,2.3,0.7,11.1,0.8,0.6,1.4,0.095,-2.0,0.6,-1.4,0.1,0,0,0,2024
Jordan Goodwin,PG,25,TOT,57,1055,12.6,9.3,17.3,13.3,20.9,2.2,1.6,19.0,-0.2,1.4,1.2,0.054,-1.5,0.5,-1.0,0.3,0,0,0,2024
Quentin Grimes,SG,23,TOT,51,1025,8.9,1.6,9.3,5.5,8.7,1.7,0.6,15.8,0.3,1.0,1.3,0.06,-2.6,0.4,-2.2,-0.1,0,0,0,2024
Gordon Hayward,SF,33,TOT,51,1245,12.8,3.4,13.0,8.1,18.3,1.6,1.0,18.4,0.6,0.9,1.5,0.058,-1.6,-0.5,-2.1,0.0,0,0,0,2024
Buddy Hield,SF-SG,31,TOT,84,2160,13.3,3.1,10.9,7.0,14.5,1.6,1.6,19.2,1.9,1.6,3.5,0.077,1.0,-0.6,0.4,1.3,0,0,0,2024
Richaun Holmes,C-PF,30,TOT,40,555,14.5,13.7,21.8,17.7,6.0,0.9,2.9,14.7,0.8,0.5,1.3,0.114,-2.4,-0.8,-3.3,-0.2,0,0,0,2024
Trey Jemison,C,24,TOT,25,573,11.8,11.7,13.9,12.8,7.1,1.0,4.6,13.5,0.3,0.6,0.9,0.073,-4.7,-0.4,-5.1,-0.5,0,1,0,2024
Kira Lewis Jr.,PG,22,TOT,28,265,8.6,3.8,7.0,5.4,18.8,1.7,0.7,18.5,-0.2,0.2,0.0,-0.005,-4.4,-1.4,-5.8,-0.3,0,0,0,2024
Kenneth Lofton Jr.,PF,21,TOT,21,199,14.7,6.6,14.6,10.5,25.7,1.5,2.3,22.1,0.1,0.2,0.3,0.068,-0.6,0.3,-0.3,0.1,0,0,0,2024
Kyle Lowry,PG,37,TOT,60,1690,10.9,2.2,10.8,6.4,20.1,1.7,1.2,12.9,1.6,1.9,3.5,0.1,-1.9,0.9,-1.0,0.4,0,0,0,2024
Théo Maledon,PG,22,TOT,17,213,3.2,2.0,10.8,6.3,17.8,1.6,0.0,19.6,-0.6,0.1,-0.5,-0.122,-8.3,-2.1,-10.3,-0.5,0,0,0,2024
Tre Mann,PG,22,TOT,41,987,13.7,2.2,15.0,8.5,24.1,2.5,0.3,18.2,0.4,0.8,1.2,0.058,-1.7,0.4,-1.3,0.2,0,0,0,2024
KJ Martin,SF,23,TOT,60,746,9.9,6.0,13.6,9.7,9.4,1.5,1.5,13.4,0.3,0.8,1.1,0.071,-4.0,-0.1,-4.1,-0.4,0,0,0,2024
Skylar Mays,PG-SG,26,TOT,38,433,12.0,2.5,8.9,5.6,29.1,2.4,0.8,18.4,0.1,0.3,0.4,0.044,-2.1,0.1,-2.0,0.0,0,0,0,2024
Doug McDermott,SF,32,TOT,64,904,9.1,1.2,6.0,3.6,10.3,0.8,0.2,14.9,0.6,0.3,0.9,0.046,-1.5,-1.9,-3.4,-0.3,0,0,0,2024
Chimezie Metu,C,26,TOT,51,859,13.3,5.5,19.6,12.7,7.4,2.4,1.6,16.2,0.5,1.1,1.5,0.085,-2.1,0.8,-1.3,0.2,0,0,0,2024
Vasilije Micić,PG,30,TOT,60,1176,10.7,1.3,7.1,4.2,31.1,1.3,0.6,18.8,-0.1,0.4,0.4,0.015,-2.5,-2.2,-4.6,-0.8,0,1,0,2024
Patty Mills,PG,35,TOT,32,415,7.2,2.3,7.1,4.7,11.1,2.4,0.2,15.9,-0.3,0.4,0.1,0.009,-5.0,0.4,-4.6,-0.3,0,0,0,2024
Shake Milton,SG,27,TOT,48,581,9.2,2.8,11.5,7.3,14.4,1.6,0.9,18.7,-0.2,0.8,0.6,0.048,-4.3,0.6,-3.7,-0.3,0,0,0,2024
Marcus Morris,PF,34,TOT,49,817,9.9,3.1,15.2,9.1,6.1,0.9,1.4,16.6,0.2,0.8,1.0,0.06,-2.5,-1.3,-3.8,-0.4,0,0,0,2024
Monte Morris,PG,28,TOT,33,476,13.2,1.7,11.5,6.8,20.0,2.0,1.7,15.5,0.5,0.7,1.2,0.123,-0.8,1.5,0.7,0.3,0,0,0,2024
Mike Muscala,C,32,TOT,53,600,7.5,7.0,15.8,11.3,7.6,0.7,1.8,13.4,-0.2,0.3,0.1,0.009,-3.9,-1.4,-5.3,-0.5,0,0,0,2024
Jaylen Nowell,SG,24,TOT,13,214,9.2,3.0,9.6,6.2,13.6,0.9,0.8,17.8,0.0,0.1,0.1,0.016,-4.1,-1.4,-5.4,-0.2,0,0,0,2024
Jordan Nwora,SF,25,TOT,52,712,13.7,4.3,19.1,11.6,12.3,1.8,1.6,22.4,-0.1,0.6,0.5,0.034,-1.1,-1.5,-2.5,-0.1,0,0,0,2024
Royce O'Neale,SF,30,TOT,79,1954,11.1,3.4,17.9,10.7,15.0,1.5,2.0,13.9,1.3,2.1,3.4,0.085,-1.0,1.0,0.0,1.0,0,0,0,2024
Kelly Olynyk,C,32,TOT,78,1759,17.4,6.7,19.0,12.9,27.6,2.0,1.5,17.5,3.5,1.4,4.9,0.133,0.7,1.1,1.8,1.7,0,0,0,2024
Cameron Payne,PG,29,TOT,78,1304,12.8,1.8,8.1,4.9,21.9,1.6,0.8,19.1,1.4,1.0,2.4,0.089,-0.5,-0.6,-1.1,0.3,0,0,0,2024
Filip Petrušev,C,23,TOT,3,10,5.1,0.0,11.2,5.5,0.0,0.0,0.0,12.3,0.0,0.0,0.0,0.029,-4.7,-3.3,-8.0,0.0,0,1,0,2024
Aleksej Pokusevski,PF,22,TOT,28,405,12.7,4.6,20.4,12.3,12.0,1.8,3.0,17.2,0.0,0.4,0.4,0.05,-1.8,-0.1,-1.9,0.0,0,0,0,2024
Immanuel Quickley,PG-SG,24,TOT,68,1985,16.7,0.9,13.7,7.2,24.6,1.2,0.5,23.8,3.5,1.2,4.7,0.115,2.2,-0.9,1.3,1.7,0,0,0,2024
David Roddy,PF,22,TOT,65,1177,8.7,4.8,15.2,9.8,10.3,1.1,0.9,18.1,-0.9,1.0,0.1,0.004,-4.0,-1.0,-5.0,-0.9,0,0,0,2024
Ryan Rollins,PG,21,TOT,13,78,22.0,2.7,15.4,8.9,25.0,6.0,3.1,23.0,0.1,0.1,0.3,0.155,0.6,5.1,5.7,0.2,0,0,0,2024
Terry Rozier,PG-SG,29,TOT,61,2040,17.3,1.9,12.0,6.8,27.5,1.5,1.0,25.9,2.3,1.6,3.9,0.091,2.2,-0.7,1.5,1.8,0,0,0,2024
Dennis Schröder,PG,30,TOT,80,2486,13.3,1.7,9.2,5.3,28.0,1.2,0.6,20.3,2.3,1.0,3.3,0.063,-0.5,-1.3,-1.8,0.1,0,0,0,2024
Pascal Siakam,PF,29,TOT,80,2657,19.7,5.8,18.1,11.9,19.4,1.1,0.8,25.3,5.4,1.5,6.9,0.124,2.6,-0.7,1.9,2.7,0,0,0,2024
Jaden Springer,SG-PG,21,TOT,49,507,10.7,7.1,9.8,8.4,11.5,3.5,2.7,17.1,-0.3,0.8,0.6,0.052,-4.9,1.5,-3.4,-0.2,0,0,0,2024
Lamar Stevens,PF,26,TOT,38,559,14.6,6.9,18.2,12.4,7.9,2.0,3.6,22.2,0.0,0.8,0.8,0.068,-2.2,-0.1,-2.2,0.0,0,0,0,2024
Daniel Theis,C,31,TOT,60,1015,14.4,9.8,17.1,13.6,8.3,1.0,4.5,15.4,1.4,1.2,2.5,0.119,-1.7,0.1,-1.6,0.1,0,0,0,2024
Xavier Tillman Sr.,C-PF,25,TOT,54,974,12.2,7.7,16.1,11.8,11.3,2.6,4.2,14.8,-0.1,1.6,1.4,0.071,-3.1,1.9,-1.2,0.2,0,0,0,2024
P.J. Tucker,PF,38,TOT,31,486,5.9,6.7,12.9,9.8,3.9,1.6,1.3,5.3,0.2,0.5,0.7,0.068,-4.0,0.4,-3.6,-0.2,0,0,0,2024
Ish Wainright,SF,29,TOT,11,62,8.9,5.8,20.8,12.7,2.0,3.2,1.5,18.5,0.0,0.1,0.0,0.029,-2.9,0.5,-2.4,0.0,0,0,0,2024
P.J. Washington,PF,25,TOT,73,2221,12.2,4.2,16.5,10.3,9.3,1.6,2.4,19.1,0.0,1.9,1.9,0.04,-1.7,-0.4,-2.1,-0.1,0,0,0,2024
Yuta Watanabe,SF,29,TOT,34,464,4.7,2.8,10.1,6.5,4.2,1.3,1.3,13.3,-0.5,0.4,-0.1,-0.009,-5.3,-1.1,-6.4,-0.5,0,0,0,2024
Grant Williams,PF,25,TOT,76,2130,10.6,4.4,12.2,8.3,11.3,1.0,1.6,15.9,1.3,1.3,2.6,0.059,-1.9,-0.7,-2.6,-0.3,0,0,0,2024
Dylan Windler,SF,27,TOT,17,108,14.2,2.9,13.4,8.1,12.3,0.9,0.0,12.5,0.3,0.0,0.3,0.14,1.7,-1.0,0.7,0.1,0,0,0,2024
Delon Wright,PG,31,TOT,47,742,13.6,2.7,10.0,6.3,20.8,3.5,1.3,12.8,0.8,0.9,1.7,0.109,-2.0,2.5,0.4,0.5,0,0,0,2024
Thaddeus Young,PF,35,TOT,33,439,15.9,11.7,14.5,13.0,17.9,2.5,1.0,12.6,0.9,0.4,1.3,0.138,-0.5,0.8,0.3,0.2,0,0,0,2024
Bam Adebayo,C,26,MIA,71,2416,19.8,7.4,27.3,17.3,18.9,1.7,2.7,24.9,2.9,4.3,7.2,0.144,0.8,1.7,2.4,2.7,0,0,0,2024
Santi Aldama,PF,23,MEM,61,1618,13.1,4.7,19.7,11.9,13.3,1.3,3.1,17.9,0.4,2.0,2.4,0.07,-0.7,0.4,-0.2,0.7,0,0,0,2024
Nickeil Alexander-Walker,SG,25,MIN,82,1921,10.9,2.2,7.5,4.9,14.5,1.6,1.9,14.8,1.5,2.8,4.3,0.107,-1.1,1.3,0.2,1.1,0,0,0,2024
Grayson Allen,SG,28,PHO,75,2513,13.8,2.3,10.6,6.6,12.1,1.3,1.6,14.5,4.7,2.2,6.9,0.132,1.1,0.1,1.3,2.0,0,0,0,2024
Jarrett Allen,C,25,CLE,77,2442,21.8,11.3,25.8,18.7,13.2,1.1,3.0,19.4,6.8,3.9,10.7,0.21,2.1,0.9,3.0,3.1,0,0,0,2024
Timmy Allen,SF,24,MEM,5,125,0.8,3.4,11.8,7.4,5.4,1.6,0.0,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3,0,1,0,2024
Jose Alvarado,PG,25,NOP,56,1028,12.5,2.7,11.0,6.9,15.3,2.8,1.4,17.3,0.6,1.5,2.1,0.097,-1.5,1.5,-0.1,0.5,0,0,0,2024
Kyle Anderson,PF,30,MIN,79,1782,12.7,4.0,13.0,8.7,25.0,2.0,2.3,14.5,1.4,3.1,4.5,0.121,-1.6,2.7,1.1,1.4,0,0,0,2024
Giannis Antetokounmpo,PF,29,MIL,73,2567,29.9,8.6,27.0,17.9,32.7,1.6,2.6,33.0,9.5,3.7,13.2,0.246,6.7,2.4,9.0,7.2,1,0,0,2024
Thanasis Antetokounmpo,PF,31,MIL,34,155,5.5,5.1,4.2,4.6,13.9,2.2,2.2,12.5,-0.2,0.1,0.0,-0.01,-6.7,0.3,-6.4,-0.2,0,0,0,2024
Cole Anthony,PG,23,ORL,81,1817,14.6,4.1,16.1,10.1,19.8,1.7,1.9,23.7,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1.0,0,0,0,2024
Ryan Arcidiacono,PG,29,NYK,20,45,-2.0,0.0,20.0,10.0,10.4,2.2,0.0,7.7,-0.1,0.1,-0.1,-0.089,-11.5,1.9,-9.6,-0.1,0,0,0,2024
Deni Avdija,SF,23,WAS,75,2257,14.9,3.9,22.1,12.8,17.8,1.2,1.3,20.2,1.7,1.5,3.2,0.068,-0.7,-0.2,-0.9,0.6,0,0,0,2024
Deandre Ayton,C,25,POR,55,1784,18.9,10.4,28.9,19.1,8.8,1.5,2.1,21.1,1.8,2.1,3.9,0.106,0.5,-0.2,0.3,1.0,0,0,0,2024
Udoka Azubuike,C,24,PHO,16,113,12.3,11.6,20.0,16.0,3.6,0.4,4.7,12.6,0.1,0.1,0.2,0.1,-3.0,-0.1,-3.2,0.0,0,0,0,2024
Ibou Badji,C,21,POR,22,226,8.1,9.4,16.3,12.6,7.7,0.7,8.0,8.0,0.0,0.2,0.2,0.046,-7.7,1.9,-5.8,-0.2,0,1,0,2024
Amari Bailey,PG,19,CHO,10,65,9.7,10.1,5.3,7.8,15.2,2.3,0.0,21.1,-0.1,0.0,-0.1,-0.044,-5.2,-3.1,-8.3,-0.1,0,1,0,2024
Patrick Baldwin Jr.,SF,21,WAS,38,493,9.7,3.6,23.5,13.3,7.6,1.7,2.5,15.9,-0.3,0.5,0.2,0.019,-4.0,-0.6,-4.6,-0.3,0,0,0,2024
LaMelo Ball,PG,22,CHO,22,711,20.8,4.4,13.7,8.9,43.1,2.8,0.5,34.3,0.6,0.5,1.1,0.074,3.8,-0.5,3.3,1.0,0,0,0,2024
Mo Bamba,C,25,PHI,57,740,15.4,11.3,24.5,17.8,7.6,1.5,7.4,15.1,0.6,1.3,2.0,0.128,-2.3,1.4,-1.0,0.2,0,0,0,2024
Paolo Banchero,PF,21,ORL,80,2799,17.3,3.4,20.0,11.6,25.2,1.3,1.6,29.7,1.3,4.0,5.3,0.09,1.3,0.0,1.3,2.3,0,0,0,2024
Desmond Bane,SG,25,MEM,42,1443,18.5,2.6,11.8,7.0,29.2,1.5,1.4,28.5,1.8,1.3,3.1,0.102,3.1,-0.3,2.8,1.7,0,0,0,2024
Dominick Barlow,PF,20,SAS,33,420,14.6,11.5,17.7,14.5,11.7,1.4,2.8,14.1,0.7,0.4,1.1,0.126,-1.7,0.0,-1.7,0.0,0,0,0,2024
Harrison Barnes,PF,31,SAC,82,2381,11.9,3.1,8.8,5.9,5.6,1.1,0.5,15.7,3.1,1.5,4.7,0.094,-0.6,-1.2,-1.8,0.1,0,0,0,2024
Scottie Barnes,SG,22,TOR,60,2094,19.5,7.3,18.9,13.0,26.2,1.7,3.7,24.8,2.3,2.0,4.3,0.098,2.9,0.8,3.7,3.0,0,0,0,2024
Charles Bassey,C,23,SAS,19,205,17.7,12.0,28.2,20.0,14.1,1.9,6.9,11.9,0.3,0.4,0.7,0.157,-1.8,3.1,1.3,0.2,0,0,0,2024
Emoni Bates,SF,20,CLE,15,133,2.6,0.9,10.9,5.9,10.0,0.4,1.4,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3.0,-9.2,-0.2,0,1,0,2024
Bradley Beal,SG,30,PHO,53,1767,16.3,3.6,10.8,7.4,22.5,1.4,1.3,22.7,2.4,1.5,3.9,0.107,0.9,-0.6,0.4,1.1,0,0,0,2024
Malik Beasley,SG,27,MIL,79,2337,10.3,2.0,11.4,6.8,6.1,1.2,0.3,14.6,1.9,1.6,3.5,0.073,-1.0,-0.8,-1.8,0.1,0,0,0,2024
MarJon Beauchamp,SF,23,MIL,48,608,9.7,4.1,13.6,8.9,6.7,1.0,1.0,14.6,0.2,0.5,0.7,0.056,-2.3,-0.9,-3.2,-0.2,0,0,0,2024
Jules Bernard,SG,24,WAS,19,149,12.7,7.0,11.8,9.3,15.4,0.9,0.5,21.5,0.0,0.0,0.1,0.026,-0.6,-2.5,-3.0,0.0,0,1,0,2024
Saddiq Bey,SF,24,ATL,63,2062,13.1,8.5,13.4,10.9,6.0,1.2,0.5,17.0,2.8,0.7,3.5,0.081,0.1,-2.0,-1.8,0.1,0,0,0,2024
Goga Bitadze,C,24,ORL,62,957,17.8,13.3,21.9,17.5,11.7,1.7,7.0,13.3,1.8,1.9,3.7,0.186,-0.7,2.8,2.1,1.0,0,0,0,2024
Onuralp Bitim,SG,24,CHI,23,268,5.0,2.5,11.1,6.7,6.5,0.6,0.8,15.8,-0.3,0.1,-0.1,-0.027,-5.4,-2.0,-7.4,-0.4,0,1,0,2024
