Player,Pos,Age,Tm,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ANBA,RK,ANBARK,Year
Anthony Black,PG,20,ORL,69,1164,8.4,3.3,10.8,7.0,10.6,1.5,1.7,12.7,0.1,1.5,1.6,0.067,-3.8,0.8,-3.0,-0.3,0,1,0,2024
Leaky Black,SF,24,CHO,26,284,11.5,3.5,15.9,9.5,11.4,1.4,3.6,10.1,0.3,0.2,0.5,0.084,-2.6,0.3,-2.4,0.0,0,1,0,2024
Buddy Boeheim,SF,24,DET,10,84,9.1,3.9,9.5,6.6,4.8,0.0,1.0,17.0,0.1,0.0,0.1,0.047,-0.7,-2.8,-3.5,0.0,0,0,0,2024
Bogdan Bogdanović,SG,31,ATL,79,2401,14.7,2.3,10.3,6.2,14.9,1.9,1.0,22.3,2.8,1.2,3.9,0.079,0.9,-0.7,0.2,1.4,0,0,0,2024
Bol Bol,PF,24,PHO,43,469,18.7,8.1,24.1,16.5,5.3,1.0,4.7,16.5,1.0,0.7,1.6,0.168,1.4,0.8,2.1,0.5,0,0,0,2024
Devin Booker,PG,27,PHO,68,2447,21.9,2.7,11.1,7.1,31.2,1.2,1.0,29.8,7.2,2.0,9.2,0.181,4.0,-1.0,3.0,3.1,1,0,0,2024
Brandon Boston Jr.,SF,22,LAC,32,345,8.7,6.4,10.4,8.5,5.4,1.6,2.1,25.4,-0.6,0.3,-0.3,-0.04,-6.2,-2.7,-9.0,-0.6,0,0,0,2024
Chris Boucher,PF,31,TOR,50,705,16.0,9.5,23.1,16.1,4.5,1.0,3.0,17.3,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1,0,0,0,2024
James Bouknight,SG,23,CHO,14,81,15.9,1.3,11.4,6.2,12.2,0.6,1.2,23.9,0.1,0.0,0.1,0.062,4.4,-2.2,2.2,0.1,0,0,0,2024
Malaki Branham,PG,20,SAS,75,1594,8.7,1.9,8.2,5.0,14.0,0.8,0.4,19.8,-0.9,0.6,-0.3,-0.008,-3.4,-2.2,-5.6,-1.5,0,0,0,2024
Christian Braun,SG,22,DEN,82,1655,12.1,5.4,14.8,10.2,10.2,1.3,1.8,15.7,1.5,2.0,3.4,0.1,-1.7,-0.2,-1.9,0.0,0,0,0,2024
Mikal Bridges,SF,27,BRK,82,2854,14.9,2.5,12.0,7.1,16.3,1.4,0.9,24.3,2.1,2.1,4.2,0.07,0.7,-1.0,-0.4,1.2,0,0,0,2024
Miles Bridges,SF,25,CHO,69,2581,15.4,3.0,19.5,11.0,14.6,1.2,1.2,24.7,0.7,1.4,2.2,0.04,0.2,-1.3,-1.1,0.6,0,0,0,2024
Oshae Brissett,SF,25,BOS,55,630,12.8,10.9,16.3,13.7,8.7,1.5,1.1,14.5,0.8,0.9,1.7,0.131,-2.0,0.2,-1.8,0.0,0,0,0,2024
Izaiah Brockington,PG,24,NOP,1,3,26.6,37.6,36.7,37.1,0.0,0.0,0.0,72.5,0.0,0.0,0.0,-0.177,-9.2,-8.5,-17.8,0.0,0,1,0,2024
Malcolm Brogdon,PG,31,POR,39,1121,17.0,2.6,12.8,7.4,30.9,1.2,0.6,23.0,2.0,0.6,2.6,0.111,2.7,-0.7,2.0,1.1,0,0,0,2024
Armoni Brooks,PG,25,BRK,10,104,8.3,7.2,11.9,9.5,6.9,0.5,0.9,20.8,-0.1,0.1,0.0,-0.018,-2.2,-3.7,-5.8,-0.1,0,0,0,2024
Dillon Brooks,SF,28,HOU,72,2227,9.4,2.5,9.4,5.9,7.5,1.4,0.4,17.6,0.6,2.1,2.7,0.058,-3.3,-0.3,-3.6,-0.9,0,0,0,2024
Charlie Brown Jr.,SG,26,NYK,8,37,-3.2,3.0,3.0,3.0,0.0,0.0,5.1,14.0,-0.1,0.0,-0.1,-0.124,-10.2,-3.4,-13.6,-0.1,0,0,0,2024
Greg Brown III,PF,22,DAL,6,40,10.5,8.2,16.3,12.3,13.0,0.0,8.8,20.3,0.0,0.0,0.0,0.0,-5.0,0.6,-4.4,0.0,0,0,0,2024
Jaylen Brown,SF,27,BOS,70,2343,18.6,4.0,13.4,8.9,16.6,1.8,1.4,28.9,2.7,3.2,5.9,0.121,0.9,-0.1,0.7,1.6,0,0,0,2024
Kendall Brown,SG,20,IND,15,63,7.6,5.4,3.6,4.5,9.3,0.0,0.0,13.7,0.1,0.0,0.1,0.045,-4.2,-2.6,-6.8,-0.1,0,0,0,2024
Kobe Brown,PF,24,LAC,44,394,7.6,5.9,11.6,8.9,8.1,1.5,1.4,11.1,0.1,0.3,0.5,0.055,-4.0,0.2,-3.8,-0.2,0,1,0,2024
Moses Brown,C,24,POR,22,200,14.5,19.6,29.2,24.1,5.4,1.2,3.2,19.1,-0.1,0.2,0.2,0.044,-4.1,-2.4,-6.5,-0.2,0,0,0,2024
Jalen Brunson,PG,27,NYK,77,2726,23.4,1.8,9.7,5.7,33.5,1.3,0.4,32.5,8.8,2.4,11.2,0.198,6.3,-0.4,5.8,5.4,1,0,0,2024
Thomas Bryant,C,26,MIA,38,441,19.0,10.2,26.2,18.1,8.3,1.1,3.5,19.3,0.9,0.8,1.6,0.177,-0.6,0.2,-0.4,0.2,0,0,0,2024
Kobe Bufkin,SG,20,ATL,17,196,9.1,3.2,15.6,9.2,19.3,1.7,2.3,22.4,-0.3,0.1,-0.1,-0.031,-4.3,-0.2,-4.5,-0.1,0,1,0,2024
Reggie Bullock,SF,32,HOU,44,417,7.7,1.5,17.4,9.4,4.6,1.4,1.1,9.4,0.1,0.5,0.6,0.072,-2.9,0.5,-2.4,0.0,0,0,0,2024
Jared Butler,SG,23,WAS,40,566,14.1,1.7,9.5,5.5,30.9,2.4,1.2,19.9,0.3,0.3,0.6,0.054,-1.5,-0.5,-2.1,0.0,0,0,0,2024
Jimmy Butler,PF,34,MIA,60,2042,22.0,5.8,11.9,8.8,23.1,1.9,0.8,24.0,6.4,2.7,9.1,0.214,3.9,0.7,4.6,3.4,0,0,0,2024
Jamal Cain,PF,24,MIA,26,259,11.5,6.5,9.7,8.1,5.6,1.9,1.9,16.7,0.1,0.3,0.5,0.089,-2.5,0.2,-2.3,0.0,0,0,0,2024
Kentavious Caldwell-Pope,SG,30,DEN,76,2402,10.7,1.5,6.8,4.2,9.5,2.0,1.5,12.9,2.2,2.6,4.8,0.096,-2.1,0.7,-1.4,0.4,0,0,0,2024
Toumani Camara,PF,23,POR,70,1739,10.6,8.4,14.0,11.0,7.2,1.9,1.7,13.8,0.6,1.4,2.0,0.055,-3.1,0.0,-3.1,-0.5,0,1,0,2024
Clint Capela,C,29,ATL,73,1883,20.7,18.7,26.5,22.4,6.9,1.1,5.1,17.3,4.4,1.9,6.3,0.161,1.0,-1.0,0.1,1.0,0,0,0,2024
Jevon Carter,PG,28,CHI,72,1004,8.5,1.2,5.6,3.3,12.9,1.8,1.6,17.7,-0.5,0.7,0.2,0.009,-3.3,-0.7,-4.0,-0.5,0,0,0,2024
Wendell Carter Jr.,C,24,ORL,55,1406,15.9,9.3,22.7,15.9,9.9,1.2,1.9,17.2,2.2,2.1,4.4,0.149,0.5,0.4,0.9,1.0,0,0,0,2024
D.J. Carton,SG,23,TOR,4,36,9.6,6.0,6.2,6.1,10.5,1.3,0.0,13.3,0.0,0.0,0.0,0.062,-4.2,-1.1,-5.3,0.0,0,1,0,2024
Alex Caruso,SG,29,CHI,71,2040,14.5,3.3,11.8,7.5,16.4,2.9,3.5,14.7,2.3,2.6,4.9,0.115,0.2,2.3,2.5,2.3,0,0,0,2024
Colin Castleton,C,23,LAL,16,59,13.0,11.9,10.8,11.3,6.8,1.6,0.0,15.8,0.1,0.0,0.2,0.128,-3.9,-1.4,-5.2,0.0,0,1,0,2024
Malcolm Cazalon,SG,22,DET,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012,-6.0,-3.2,-9.1,0.0,0,1,0,2024
Julian Champagnie,SF,22,SAS,74,1468,10.6,3.1,12.2,7.6,9.3,1.6,2.4,14.4,0.6,1.3,1.8,0.059,-1.8,-0.1,-1.9,0.0,0,0,0,2024
Justin Champagnie,SF,22,WAS,15,235,13.6,8.5,15.8,12.1,10.7,2.0,3.1,17.0,0.1,0.2,0.3,0.058,-1.1,-0.8,-1.8,0.0,0,0,0,2024
Max Christie,SG,20,LAL,67,944,8.4,1.9,14.2,8.4,8.0,1.0,1.6,13.6,-0.1,0.8,0.7,0.036,-3.2,-0.4,-3.6,-0.4,0,0,0,2024
Sidy Cissoko,SF,19,SAS,12,141,12.0,6.1,10.8,8.4,9.4,2.4,1.8,12.7,0.2,0.1,0.3,0.11,-4.0,1.4,-2.7,0.0,0,1,0,2024
Brandon Clarke,PF,27,MEM,6,134,18.9,10.2,16.2,13.1,12.2,1.8,4.2,20.8,0.1,0.2,0.3,0.108,0.7,0.3,1.0,0.1,0,0,0,2024
Jordan Clarkson,SG,31,UTA,55,1682,12.7,3.2,9.0,6.2,24.6,1.0,0.3,26.1,0.1,0.1,0.2,0.006,-1.3,-3.2,-4.5,-1.1,0,0,0,2024
Nic Claxton,C,24,BRK,71,2116,18.7,9.7,27.3,18.2,10.4,1.1,6.2,15.6,3.5,3.2,6.7,0.152,-0.3,1.5,1.2,1.7,0,0,0,2024
Noah Clowney,PF,19,BRK,23,370,14.2,7.5,16.7,12.0,6.9,1.1,3.9,14.2,0.5,0.4,0.9,0.111,-0.8,0.1,-0.7,0.1,0,1,0,2024
Amir Coffey,SF,26,LAC,70,1460,10.0,2.3,8.9,5.7,6.8,1.4,0.9,12.5,1.6,1.0,2.6,0.084,-1.9,-0.3,-2.2,-0.1,0,0,0,2024
John Collins,PF,26,UTA,68,1901,17.5,9.2,24.0,16.7,6.1,1.0,2.9,20.4,3.1,1.3,4.4,0.11,0.5,-1.4,-0.9,0.5,0,0,0,2024
Zach Collins,C,26,SAS,69,1526,14.3,8.3,18.0,13.1,18.9,1.1,2.8,22.7,0.4,1.5,1.8,0.057,-2.0,-0.1,-2.0,0.0,0,0,0,2024
Mike Conley,PG,36,MIN,76,2193,15.8,2.0,9.0,5.6,28.4,2.0,0.7,16.0,5.0,3.3,8.2,0.18,2.0,1.4,3.4,3.0,0,0,0,2024
Pat Connaughton,SF,31,MIL,76,1676,9.6,3.4,12.0,7.8,12.0,1.1,1.0,10.9,1.6,1.2,2.8,0.08,-1.6,0.0,-1.6,0.2,0,0,0,2024
Bilal Coulibaly,SF,19,WAS,63,1715,8.9,3.4,12.8,8.0,8.2,1.6,2.3,14.2,-0.5,0.9,0.4,0.013,-3.6,-0.5,-4.2,-0.9,0,1,0,2024
Ricky Council IV,SG,22,PHI,32,289,18.6,5.3,12.4,8.8,8.2,1.4,0.3,22.1,0.8,0.3,1.0,0.173,2.1,-0.8,1.3,0.2,0,1,0,2024
Torrey Craig,SF,33,CHI,53,1049,10.8,7.2,16.1,11.6,7.3,1.4,2.1,12.5,1.0,0.9,1.9,0.087,-1.8,-0.2,-2.0,0.0,0,0,0,2024
Jae Crowder,PF,33,MIL,50,1156,8.9,3.0,12.1,7.6,7.2,1.6,0.7,11.5,0.6,1.0,1.6,0.065,-2.6,0.0,-2.6,-0.2,0,0,0,2024
Jalen Crutcher,PG,24,NOP,1,3,-12.6,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.334,-18.5,-7.8,-26.2,0.0,0,1,0,2024
Cade Cunningham,PG,22,DET,62,2074,17.1,1.7,12.9,7.2,37.5,1.3,0.9,30.8,0.7,1.0,1.8,0.041,2.0,-1.6,0.3,1.2,0,0,0,2024
Stephen Curry,PG,35,GSW,74,2421,20.6,1.7,12.9,7.4,24.7,1.1,1.0,31.3,5.2,2.0,7.2,0.142,6.3,-1.1,5.2,4.4,1,0,0,2024
Dyson Daniels,PG,20,NOP,61,1358,12.0,5.1,14.1,9.7,15.4,3.1,1.8,12.6,0.7,2.2,2.9,0.103,-1.9,2.5,0.6,0.9,0,0,0,2024
Anthony Davis,C,30,LAL,76,2700,25.8,10.4,28.3,19.8,15.5,1.6,5.7,26.7,7.2,4.7,11.8,0.21,3.5,1.7,5.1,4.9,1,0,0,2024
Johnny Davis,SG,21,WAS,50,613,6.2,3.1,9.6,6.3,6.6,1.4,1.3,12.2,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7,0,0,0,2024
JD Davison,SG,21,BOS,8,39,18.8,5.8,21.2,13.8,32.9,1.3,2.3,17.6,0.1,0.1,0.2,0.228,1.8,1.4,3.3,0.1,0,0,0,2024
Dexter Dennis,SG,24,DAL,4,30,18.3,3.7,29.0,16.4,23.7,0.0,2.9,33.3,0.0,0.0,0.0,0.004,1.7,-0.1,1.7,0.0,0,1,0,2024
DeMar DeRozan,SF,34,CHI,79,2989,19.7,1.6,11.3,6.4,21.8,1.5,1.5,25.8,7.0,2.2,9.2,0.147,2.1,-0.3,1.8,2.8,0,0,0,2024
Moussa Diabaté,C,22,LAC,11,64,24.7,27.4,15.4,21.2,8.6,3.9,1.4,18.6,0.2,0.1,0.3,0.25,4.0,-0.5,3.5,0.1,0,0,0,2024
Hamidou Diallo,SG,25,WAS,2,5,33.2,41.8,0.0,21.4,28.9,18.7,0.0,25.3,0.0,0.0,0.0,0.204,2.7,16.0,18.7,0.0,0,0,0,2024
Gradey Dick,SG,20,TOR,60,1268,8.9,2.3,9.3,5.7,7.4,1.3,0.1,17.4,-0.1,0.4,0.3,0.01,-3.2,-2.2,-5.4,-1.1,0,1,0,2024
Ousmane Dieng,PF,20,OKC,33,365,10.1,3.2,12.0,7.8,12.9,1.1,1.3,16.9,0.0,0.4,0.4,0.055,-2.3,-0.7,-3.0,-0.1,0,0,0,2024
Donte DiVincenzo,SG,27,NYK,81,2360,16.0,3.0,11.2,7.1,13.7,2.3,1.4,21.3,3.6,3.0,6.6,0.135,2.5,0.9,3.4,3.2,0,0,0,2024
Luka Dončić,PG,24,DAL,70,2624,28.1,2.5,24.4,13.5,44.3,1.8,1.3,36.0,8.5,3.5,12.0,0.22,8.3,1.7,9.9,8.0,1,0,0,2024
Luguentz Dort,SF,24,OKC,79,2246,11.1,3.8,10.0,7.0,6.3,1.5,1.9,15.4,2.0,2.5,4.6,0.097,-1.4,-0.2,-1.6,0.2,0,0,0,2024
Ayo Dosunmu,SG,24,CHI,76,2212,13.4,2.7,8.3,5.5,15.6,1.5,1.7,17.2,2.6,1.5,4.1,0.089,-0.6,-0.2,-0.8,0.7,0,0,0,2024
Jeff Dowtin,PG,26,PHI,12,142,18.2,2.3,13.5,7.8,26.4,2.4,0.6,13.0,0.4,0.2,0.6,0.193,2.0,1.3,3.3,0.2,0,0,0,2024
Henri Drell,SF,23,CHI,4,30,10.7,3.7,11.4,7.5,18.3,3.3,3.4,18.8,0.0,0.0,0.0,0.047,-5.1,0.2,-4.9,0.0,0,1,0,2024
Andre Drummond,C,30,CHI,79,1351,23.0,21.5,37.4,29.3,4.1,2.7,3.6,21.3,2.3,2.6,4.9,0.175,0.8,-0.7,0.1,0.7,0,0,0,2024
Chris Duarte,SF,26,SAC,59,719,8.4,4.0,12.7,8.3,7.8,1.9,1.0,14.9,0.0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2,0,0,0,2024
David Duke Jr.,SG,24,SAS,4,51,16.2,4.2,17.1,10.6,14.6,1.9,0.0,18.5,0.1,0.0,0.1,0.119,-0.1,1.4,1.4,0.0,0,0,0,2024
Kris Dunn,PG,29,UTA,66,1249,12.8,4.4,12.2,8.3,27.1,2.6,2.0,13.6,1.1,0.9,2.0,0.076,-1.5,1.4,-0.1,0.6,0,0,0,2024
Kevin Durant,PF,35,PHO,75,2791,21.2,1.7,17.5,10.0,22.2,1.2,2.9,29.0,5.1,3.2,8.3,0.142,4.0,0.1,4.0,4.3,1,0,0,2024
Jalen Duren,C,20,DET,61,1777,18.7,11.8,33.0,22.2,12.7,0.9,2.3,18.5,3.0,1.8,4.8,0.13,-0.2,0.1,-0.1,0.9,0,0,0,2024
Tari Eason,PF,22,HOU,22,480,17.1,10.2,24.2,17.1,8.3,3.1,3.6,19.8,0.3,1.0,1.3,0.125,-0.4,2.0,1.6,0.4,0,0,0,2024
Anthony Edwards,SG,22,MIN,79,2770,19.7,2.2,14.8,8.8,24.6,1.8,1.3,32.3,2.9,4.7,7.5,0.13,2.7,0.5,3.3,3.7,1,0,0,2024
Kessler Edwards,SF,23,SAC,54,275,10.3,3.6,13.7,8.5,7.1,1.8,1.3,14.0,0.2,0.3,0.5,0.083,-1.6,0.1,-1.5,0.0,0,0,0,2024
Keon Ellis,SG,24,SAC,57,978,12.0,3.6,10.8,7.1,11.1,2.5,2.7,12.4,1.1,1.2,2.3,0.114,-0.9,2.1,1.2,0.8,0,0,0,2024
Joel Embiid,C,29,PHI,39,1309,34.1,7.9,28.8,18.1,32.4,1.7,4.6,39.6,5.2,2.3,7.5,0.275,8.5,3.1,11.6,4.5,0,0,0,2024
Drew Eubanks,C,26,PHO,75,1169,14.4,10.5,20.1,15.6,7.2,1.1,4.6,13.2,1.6,1.6,3.1,0.129,-2.0,0.8,-1.2,0.2,0,0,0,2024
Dante Exum,PG,28,DAL,55,1088,13.7,2.5,12.4,7.5,19.3,1.0,0.4,15.0,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4,0,0,0,2024
Bruno Fernando,C,25,ATL,45,682,15.2,9.1,22.2,15.4,9.3,1.8,3.7,16.7,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1,0,0,0,2024
Dorian Finney-Smith,PF,30,BRK,68,1934,10.1,6.0,12.1,9.0,7.6,1.4,1.8,13.2,1.0,1.6,2.6,0.065,-2.0,-0.1,-2.0,0.0,0,0,0,2024
Adam Flagler,SG,24,OKC,2,14,0.6,0.0,0.0,0.0,33.6,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,0,1,0,2024
Jordan Ford,PG,25,SAC,6,22,16.8,0.0,10.4,5.1,12.8,0.0,0.0,17.3,0.1,0.0,0.1,0.157,3.3,-1.1,2.2,0.0,0,1,0,2024
Trent Forrest,SG,25,ATL,38,414,8.9,2.8,10.9,6.7,27.6,1.3,0.7,11.8,0.1,0.1,0.2,0.027,-3.8,-0.7,-4.4,-0.3,0,0,0,2024
De'Aaron Fox,PG,26,SAC,74,2659,20.1,2.8,11.8,7.2,25.2,2.7,1.1,31.0,3.3,3.2,6.5,0.117,2.6,0.1,2.7,3.2,0,0,0,2024
Javon Freeman-Liberty,PG,24,TOR,22,403,10.7,4.3,15.1,9.6,13.4,1.2,0.9,17.5,0.1,0.2,0.2,0.029,-3.1,-2.0,-5.2,-0.3,0,1,0,2024
Markelle Fultz,PG,25,ORL,43,910,12.6,7.2,10.7,8.9,19.7,2.3,1.5,18.8,0.0,1.3,1.3,0.069,-2.6,1.2,-1.4,0.1,0,0,0,2024
Andrew Funk,SG,24,CHI,5,13,-5.0,0.0,0.0,0.0,0.0,3.8,7.9,13.5,-0.1,0.0,-0.1,-0.252,-12.4,-2.0,-14.4,0.0,0,1,0,2024
Wenyen Gabriel,PF,26,MEM,5,81,2.3,9.1,25.3,16.9,5.3,1.2,2.3,17.0,-0.3,0.1,-0.2,-0.123,-10.6,-1.9,-12.5,-0.2,0,0,0,2024
Darius Garland,PG,24,CLE,57,1901,14.5,1.8,7.1,4.5,29.4,1.9,0.3,25.3,0.7,2.0,2.7,0.067,0.2,-1.2,-1.0,0.5,0,0,0,2024
Usman Garuba,PF,21,GSW,6,18,7.0,18.2,23.7,21.0,6.6,2.7,15.1,20.8,-0.1,0.0,0.0,-0.124,-10.8,-0.1,-10.9,0.0,0,0,0,2024
Luka Garza,C,25,MIN,25,122,21.8,18.6,10.7,14.4,5.9,1.6,0.7,33.3,0.2,0.2,0.4,0.166,0.6,-2.7,-2.1,0.0,0,0,0,2024
Kaiser Gates,SF,27,NOP,1,7,-19.9,0.0,15.7,8.0,0.0,0.0,0.0,24.9,-0.1,0.0,-0.1,-0.558,-18.6,-10.1,-28.8,-0.1,0,1,0,2024
Keyonte George,PG,20,UTA,75,2023,10.4,0.8,10.6,5.7,23.1,0.9,0.3,22.8,-0.4,0.1,-0.3,-0.008,-1.5,-2.9,-4.4,-1.2,0,1,1,2024
Paul George,PF,33,LAC,74,2502,19.3,1.7,15.3,8.8,16.1,2.2,1.3,26.6,4.4,2.8,7.3,0.14,2.9,0.2,3.2,3.3,0,0,0,2024
Josh Giddey,SG,21,OKC,80,2011,16.6,6.4,21.5,14.2,26.6,1.2,2.0,23.1,1.4,2.9,4.3,0.102,1.0,0.4,1.5,1.8,0,0,0,2024
Shai Gilgeous-Alexander,PG,25,OKC,75,2553,29.3,3.0,14.7,9.1,29.8,2.8,2.4,32.8,10.5,4.2,14.6,0.275,6.7,2.3,9.0,7.1,1,0,0,2024
Anthony Gill,PF,31,WAS,50,466,12.1,8.3,13.4,10.8,10.0,1.3,1.9,18.0,0.1,0.2,0.4,0.038,-2.6,-1.5,-4.1,-0.3,0,0,0,2024
Collin Gillespie,PG,24,DEN,24,225,11.0,0.5,9.6,5.2,15.5,2.9,0.0,17.1,0.1,0.3,0.4,0.076,-3.7,0.9,-2.7,0.0,0,1,0,2024
Rudy Gobert,C,31,MIN,76,2593,19.3,13.1,29.2,21.5,5.6,1.0,5.5,15.4,5.8,5.8,11.6,0.216,0.1,1.7,1.8,2.5,0,0,0,2024
Aaron Gordon,PF,28,DEN,73,2297,16.8,8.6,13.9,11.4,15.2,1.2,1.7,17.8,4.5,2.6,7.1,0.148,1.2,0.1,1.3,1.9,0,0,0,2024
Eric Gordon,SG,35,PHO,68,1893,10.8,1.0,6.0,3.6,10.0,1.7,1.4,16.5,1.0,1.5,2.5,0.063,-1.3,-0.5,-1.7,0.1,0,0,0,2024
Devonte' Graham,PG,28,SAS,23,313,9.4,1.7,10.8,6.2,21.0,1.4,0.5,17.8,-0.1,0.2,0.1,0.018,-3.0,-0.9,-3.9,-0.1,0,0,0,2024
Jerami Grant,PF,29,POR,54,1830,15.4,2.1,10.0,5.8,13.8,1.2,1.7,25.7,1.7,1.0,2.7,0.071,1.0,-1.1,-0.1,0.9,0,0,0,2024
RaiQuan Gray,PF,24,SAS,3,39,22.7,5.5,14.0,9.7,25.2,1.2,2.1,19.5,0.1,0.0,0.2,0.187,5.6,1.8,7.4,0.1,0,0,0,2024
